2017-09-03 09:00:04;115.628;-8.0
2017-09-03 09:12:04;115.629;-8.0
2017-09-03 09:24:04;115.63;-8.0
2017-09-03 09:36:04;115.63;-8.0
2017-09-03 09:48:04;115.631;-8.0
2017-09-03 10:00:04;115.632;-8.0
2017-09-03 10:12:04;115.633;-8.0
2017-09-03 10:24:04;115.634;-8.0
2017-09-03 10:36:04;115.635;-8.0
2017-09-03 10:48:04;115.635;-8.0
2017-09-03 11:00:04;115.636;-8.0
2017-09-03 11:12:04;115.637;-8.0
2017-09-03 11:24:04;115.638;-8.0
2017-09-03 11:36:04;115.639;-8.0
2017-09-03 11:48:04;115.64;-8.0
2017-09-03 12:00:04;115.64;-8.0
2017-09-03 12:12:04;115.641;-8.0
2017-09-03 12:24:04;115.642;-8.0
2017-09-03 12:36:04;115.643;-8.0
2017-09-03 12:48:04;115.644;-8.0
2017-09-03 13:00:04;115.645;-8.0
2017-09-03 13:12:04;115.645;-8.0
2017-09-03 13:24:04;115.646;-8.0
2017-09-03 13:36:04;115.647;-8.0
2017-09-03 13:48:04;115.648;-8.0
2017-09-03 14:00:04;115.649;-8.0
2017-09-03 14:12:04;115.65;-8.0
2017-09-03 14:24:04;115.65;-8.0
2017-09-03 14:36:04;115.651;-8.0
2017-09-03 14:48:04;115.652;-8.0
2017-09-03 15:00:04;115.653;-8.0
2017-09-03 15:12:04;115.654;-8.0
2017-09-03 15:24:04;115.655;-8.0
2017-09-03 15:36:04;115.656;-8.0
2017-09-03 15:48:04;115.656;-8.0
2017-09-03 16:00:04;115.657;-8.0
2017-09-03 16:12:04;115.658;-8.0
2017-09-03 16:24:04;115.659;-8.0
2017-09-03 16:36:04;115.66;-8.0
2017-09-03 16:48:04;115.661;-8.0
2017-09-03 17:00:04;115.661;-8.0
2017-09-03 17:12:04;115.662;-8.0
2017-09-03 17:24:04;115.663;-8.0
2017-09-03 17:36:04;115.664;-8.0
2017-09-03 17:48:04;115.665;-8.0
2017-09-03 18:00:04;115.666;-8.0
2017-09-03 18:12:04;115.666;-8.0
2017-09-03 18:24:04;115.667;-8.0
2017-09-03 18:36:04;115.668;-8.0
2017-09-03 18:48:04;115.669;-8.0
2017-09-03 19:00:04;115.67;-8.0
2017-09-03 19:12:04;115.671;-8.0
2017-09-03 19:24:04;115.671;-8.0
2017-09-03 19:36:04;115.672;-8.0
2017-09-03 19:48:04;115.673;-8.0
2017-09-03 20:00:04;115.674;-8.0
2017-09-03 20:12:04;115.675;-8.0
2017-09-03 20:24:04;115.676;-8.0
2017-09-03 20:36:04;115.676;-8.0
2017-09-03 20:48:04;115.677;-8.0
2017-09-03 21:00:04;115.678;-8.0
2017-09-03 21:12:04;115.679;-8.0
2017-09-03 21:24:04;115.68;-8.0
2017-09-03 21:36:04;115.681;-8.0
2017-09-03 21:48:04;115.681;-8.0
2017-09-03 22:00:04;115.682;-8.0
2017-09-03 22:12:04;115.683;-8.0
2017-09-03 22:24:04;115.684;-8.0
2017-09-03 22:36:04;115.685;-8.0
2017-09-03 22:48:04;115.686;-8.0
2017-09-03 23:00:04;115.686;-8.0
2017-09-03 23:12:04;115.687;-8.0
2017-09-03 23:24:04;115.688;-8.0
2017-09-03 23:36:04;115.689;-8.0
2017-09-03 23:48:04;115.69;-8.0
2017-09-04 00:00:04;115.691;-8.0
2017-09-04 00:12:04;115.691;-8.0
2017-09-04 00:24:04;115.692;-8.0
2017-09-04 00:36:04;115.693;-8.0
2017-09-04 00:48:04;115.694;-8.0
2017-09-04 01:00:04;115.695;-8.0
2017-09-04 01:12:04;115.696;-8.0
2017-09-04 01:24:04;115.696;-8.0
2017-09-04 01:36:04;115.697;-8.0
2017-09-04 01:48:04;115.698;-8.0
2017-09-04 02:00:04;115.699;-8.0
2017-09-04 02:12:04;115.7;-8.0
2017-09-04 02:24:04;115.701;-8.0
2017-09-04 02:36:04;115.701;-8.0
2017-09-04 02:48:04;115.702;-8.0
2017-09-04 03:00:04;115.703;-8.0
2017-09-04 03:12:04;115.704;-8.0
2017-09-04 03:24:04;115.705;-8.0
2017-09-04 03:36:04;115.706;-8.0
2017-09-04 03:48:04;115.706;-8.0
2017-09-04 04:00:04;115.707;-8.0
2017-09-04 04:12:04;115.708;-8.0
2017-09-04 04:24:04;115.709;-8.0
2017-09-04 04:36:04;115.71;-8.0
2017-09-04 04:48:04;115.711;-8.0
2017-09-04 05:00:04;115.711;-8.0
2017-09-04 05:12:04;115.712;-8.0
2017-09-04 05:24:04;115.713;-8.0
2017-09-04 05:36:04;115.714;-8.0
2017-09-04 05:48:04;115.715;-8.0
2017-09-04 06:00:04;115.716;-8.0
2017-09-04 08:36:04;115.726;-8.0
2017-09-04 08:48:04;115.727;-8.0
2017-09-04 09:00:04;115.728;-8.0
2017-09-04 09:12:04;115.729;-8.0
2017-09-04 09:24:04;115.73;-8.0
2017-09-04 09:36:04;115.731;-8.0
2017-09-04 09:48:04;115.731;-8.0
2017-09-04 10:00:04;115.732;-8.0
2017-09-04 10:12:04;115.733;-8.0
2017-09-04 10:24:04;115.734;-8.0
2017-09-04 10:36:04;115.735;-8.0
2017-09-04 10:48:04;115.736;-8.0
2017-09-04 11:00:04;115.736;-8.0
2017-09-04 11:12:04;115.737;-8.0
2017-09-04 11:24:04;115.738;-8.0
